# Tau0 Delta logL logPrior
1.031558119766240722e+01 1.639422183508598696e+00 1.060163942137215258e+02 -2.708050201102210508e+00
9.081688000834596153e+00 6.225674592972116894e-01 1.060229253711719224e+02 -2.708050201102210508e+00
8.369390253411594927e+00 1.770405696328875012e+00 1.060258991252106284e+02 -2.708050201102210508e+00
8.609451034003331671e+00 9.320455164723645547e-01 1.060358470514331799e+02 -2.708050201102210508e+00
1.023362906433036201e+01 1.034375403324422571e+00 1.060470667002918361e+02 -2.708050201102210508e+00
8.320761904951142540e+00 1.503235783551080562e+00 1.060490488476603872e+02 -2.708050201102210508e+00
1.005907601586462086e+01 1.944822484466938395e+00 1.060536945306394188e+02 -2.708050201102210508e+00
8.515074256386958140e+00 1.043197185433436758e+00 1.060620737672050353e+02 -2.708050201102210508e+00
1.028118792535304138e+01 1.682884304737174874e+00 1.060624845473381015e+02 -2.708050201102210508e+00
8.351940578010482952e+00 1.351526224409856036e+00 1.060711240612078825e+02 -2.708050201102210508e+00
8.490444940153007991e+00 1.905225285245977007e+00 1.060802438237934524e+02 -2.708050201102210508e+00
1.011965223358051880e+01 1.881195889068187466e+00 1.060842878658499018e+02 -2.708050201102210508e+00
1.031485127830695703e+01 1.581659375376794463e+00 1.060890641601970827e+02 -2.708050201102210508e+00
8.369094766495562610e+00 1.719437697954633748e+00 1.060895326958539044e+02 -2.708050201102210508e+00
1.019289226813825699e+01 1.801311231745436059e+00 1.060900022803769787e+02 -2.708050201102210508e+00
1.024063596721411429e+01 1.736221214584940054e+00 1.060903157795444969e+02 -2.708050201102210508e+00
9.151268857175155702e+00 6.049086141040135312e-01 1.060934950468467264e+02 -2.708050201102210508e+00
8.943487957661718113e+00 6.883558105614834277e-01 1.060958059474893815e+02 -2.708050201102210508e+00
1.012311715848965576e+01 1.868792681037295011e+00 1.061051157073150932e+02 -2.708050201102210508e+00
8.694961517538136064e+00 8.612668142635085955e-01 1.061105824218571456e+02 -2.708050201102210508e+00
8.628700365355944868e+00 1.998415519647680272e+00 1.061174619578602432e+02 -2.708050201102210508e+00
8.576777663957232178e+00 1.962300457654466479e+00 1.061182921067637324e+02 -2.708050201102210508e+00
1.030571057993206097e+01 1.209265650721258911e+00 1.061219617876196111e+02 -2.708050201102210508e+00
8.769279936976507983e+00 8.034874616709879458e-01 1.061370196571827620e+02 -2.708050201102210508e+00
8.615392510143628613e+00 1.980045219849702942e+00 1.061403576114849301e+02 -2.708050201102210508e+00
8.671922252771960160e+00 8.857051398609605553e-01 1.061416235820543932e+02 -2.708050201102210508e+00
1.021006197719432507e+01 1.752409496661977428e+00 1.061427047061369677e+02 -2.708050201102210508e+00
8.431690357546473891e+00 1.794318287556094127e+00 1.061506432942830145e+02 -2.708050201102210508e+00
1.022263888689005285e+01 1.729908196373243223e+00 1.061511202386854222e+02 -2.708050201102210508e+00
8.486213942364297935e+00 1.862567555981895273e+00 1.061547538186717077e+02 -2.708050201102210508e+00
9.946570030802940110e+00 1.979536904424373578e+00 1.061562305590191073e+02 -2.708050201102210508e+00
8.394409665175791346e+00 1.720717318514771721e+00 1.061594242292175636e+02 -2.708050201102210508e+00
1.021071079246235414e+01 1.028608726225388015e+00 1.061719116418654494e+02 -2.708050201102210508e+00
8.366544794716938682e+00 1.382637967814885460e+00 1.061746662628420097e+02 -2.708050201102210508e+00
8.396485927965661844e+00 1.283825651901664866e+00 1.061783414841527531e+02 -2.708050201102210508e+00
1.000765837892920551e+01 1.930938991216199607e+00 1.061804429770329818e+02 -2.708050201102210508e+00
8.390893178101400451e+00 1.690094009577653766e+00 1.061862340045380506e+02 -2.708050201102210508e+00
9.806217800324159128e+00 6.840360795270959970e-01 1.061866574448284695e+02 -2.708050201102210508e+00
1.024769520997017480e+01 1.098545813010227690e+00 1.061937902390164936e+02 -2.708050201102210508e+00
8.606794484201792272e+00 1.949952174758367240e+00 1.061962445106479720e+02 -2.708050201102210508e+00
8.491749045165404297e+00 1.105603138767592419e+00 1.061981790935165151e+02 -2.708050201102210508e+00
1.003077006300317287e+01 1.902978920184499323e+00 1.062082550939610428e+02 -2.708050201102210508e+00
8.363237325123153099e+00 1.536726386455457005e+00 1.062085384945446549e+02 -2.708050201102210508e+00
8.463010970491648521e+00 1.804414892778670954e+00 1.062086836832344687e+02 -2.708050201102210508e+00
1.030701797755351201e+01 1.289686675301787488e+00 1.062142134493120693e+02 -2.708050201102210508e+00
9.982345745718600227e+00 1.934180601715624670e+00 1.062156383257248535e+02 -2.708050201102210508e+00
8.365732205833433355e+00 1.502126645012149320e+00 1.062228824499116371e+02 -2.708050201102210508e+00
1.030648398065890170e+01 1.302718810616569467e+00 1.062260241147469060e+02 -2.708050201102210508e+00
8.373036470438533385e+00 1.565998865611620383e+00 1.062324191377607576e+02 -2.708050201102210508e+00
8.373997214640565900e+00 1.561132927904054668e+00 1.062380024134442493e+02 -2.708050201102210508e+00
1.030534043209734918e+01 1.439395789619459576e+00 1.062388366513194882e+02 -2.708050201102210508e+00
1.030234087331443504e+01 1.456856202828793467e+00 1.062420604664856967e+02 -2.708050201102210508e+00
9.358719711974092803e+00 5.824575666746202307e-01 1.062438721834843989e+02 -2.708050201102210508e+00
8.500163254153472181e+00 1.827572167258662450e+00 1.062507221348927118e+02 -2.708050201102210508e+00
1.030587149028401939e+01 1.376443693073790220e+00 1.062512115559593013e+02 -2.708050201102210508e+00
8.384239384483818114e+00 1.381938776272625180e+00 1.062523214141544798e+02 -2.708050201102210508e+00
1.015147347941186240e+01 1.769906753400815269e+00 1.062557089855606591e+02 -2.708050201102210508e+00
8.413549017483655135e+00 1.686160773527936252e+00 1.062558069491218902e+02 -2.708050201102210508e+00
1.023849712899207098e+01 1.641872790710829033e+00 1.062559276956099836e+02 -2.708050201102210508e+00
8.444709981656563613e+00 1.207122610125832995e+00 1.062587609583231369e+02 -2.708050201102210508e+00
8.552061164135428939e+00 1.875872103759211873e+00 1.062612639644710839e+02 -2.708050201102210508e+00
8.713178843640042359e+00 1.985956338780446195e+00 1.062674711654587867e+02 -2.708050201102210508e+00
8.495373647167582476e+00 1.811831609635672580e+00 1.062692324226101448e+02 -2.708050201102210508e+00
8.694993381525030429e+00 8.825729543328664217e-01 1.062841223049338453e+02 -2.708050201102210508e+00
9.859188060353277550e+00 7.197416105048035639e-01 1.062856533994989974e+02 -2.708050201102210508e+00
8.620065174314817114e+00 9.585480081042556666e-01 1.062873709675848488e+02 -2.708050201102210508e+00
9.787620529740253872e+00 6.824102194776210384e-01 1.062877184291850767e+02 -2.708050201102210508e+00
8.440409622071795681e+00 1.717625163388739606e+00 1.062884927020133006e+02 -2.708050201102210508e+00
1.022849859055659572e+01 1.640109561797175708e+00 1.062888230018509717e+02 -2.708050201102210508e+00
9.822665443008974151e+00 7.005353684900090805e-01 1.062954941725454177e+02 -2.708050201102210508e+00
8.459989432174985780e+00 1.744788355243008793e+00 1.062988918822708939e+02 -2.708050201102210508e+00
8.391434799355446117e+00 1.417362268898838540e+00 1.063065095413067809e+02 -2.708050201102210508e+00
9.929754469991475929e+00 1.931833896955638563e+00 1.063068352221990978e+02 -2.708050201102210508e+00
8.751931088685044102e+00 1.988900813206563312e+00 1.063096497225600103e+02 -2.708050201102210508e+00
8.407635879975872584e+00 1.615470985112856805e+00 1.063121365821462518e+02 -2.708050201102210508e+00
8.391177184508784137e+00 1.435491223118906756e+00 1.063128254560277810e+02 -2.708050201102210508e+00
1.010484415070824049e+01 1.793300061615545227e+00 1.063141089845478291e+02 -2.708050201102210508e+00
8.768114218219276168e+00 1.994433940983251663e+00 1.063150504874391942e+02 -2.708050201102210508e+00
8.615681962545094663e+00 1.902619914660727440e+00 1.063185137024985920e+02 -2.708050201102210508e+00
1.028219449093419158e+01 1.269531966976348514e+00 1.063193652000356337e+02 -2.708050201102210508e+00
8.688608992234481576e+00 1.950581148936361142e+00 1.063206282369316256e+02 -2.708050201102210508e+00
8.393902875155376364e+00 1.459421128757467656e+00 1.063290787482410593e+02 -2.708050201102210508e+00
1.009325424622011091e+01 9.091026777780630841e-01 1.063335826080997180e+02 -2.708050201102210508e+00
8.761380326217624415e+00 1.981856280723514496e+00 1.063392498938905959e+02 -2.708050201102210508e+00
1.020289931550503226e+01 1.063341129110752625e+00 1.063517575256771153e+02 -2.708050201102210508e+00
9.876075246214606196e+00 1.943246766144425930e+00 1.063563269714089614e+02 -2.708050201102210508e+00
9.908769865876454475e+00 1.925141294189033792e+00 1.063566370432648114e+02 -2.708050201102210508e+00
1.027955442470077507e+01 1.386956156998921053e+00 1.063626786155876545e+02 -2.708050201102210508e+00
8.465729985231243759e+00 1.204358919505789993e+00 1.063637612143258337e+02 -2.708050201102210508e+00
1.005742458538221484e+01 1.811507079426641686e+00 1.063749977583866126e+02 -2.708050201102210508e+00
8.697514173658603909e+00 8.926217191658792904e-01 1.063773721095904108e+02 -2.708050201102210508e+00
8.815629959474195587e+00 7.931962532129558374e-01 1.063775397393924464e+02 -2.708050201102210508e+00
1.006397060591858761e+01 1.801574909178124795e+00 1.063842993735420919e+02 -2.708050201102210508e+00
9.963566048376902629e+00 7.983030379701397949e-01 1.063868907223866529e+02 -2.708050201102210508e+00
8.411166564531848522e+00 1.511908885697196059e+00 1.063877423357235017e+02 -2.708050201102210508e+00
8.618135132587269709e+00 1.872369601031277808e+00 1.063901884020489064e+02 -2.708050201102210508e+00
1.026819865273777488e+01 1.276138362088116152e+00 1.063919099113781641e+02 -2.708050201102210508e+00
8.457481764571266325e+00 1.239544181100918241e+00 1.063991018501233157e+02 -2.708050201102210508e+00
9.959499765230210855e+00 1.873876451945211352e+00 1.064077617200148893e+02 -2.708050201102210508e+00
9.910400711221649672e+00 1.904581120883266143e+00 1.064082612382348572e+02 -2.708050201102210508e+00
1.019188373306275075e+01 1.061830584179430437e+00 1.064130641589293447e+02 -2.708050201102210508e+00
1.022262836979074407e+01 1.126075246414862896e+00 1.064136265522715519e+02 -2.708050201102210508e+00
8.510590598835964471e+00 1.748948344898997309e+00 1.064149216944991707e+02 -2.708050201102210508e+00
8.576645736878381499e+00 1.823939045791344249e+00 1.064160752296630505e+02 -2.708050201102210508e+00
8.516618307898463414e+00 1.756169776043054354e+00 1.064165058625458045e+02 -2.708050201102210508e+00
9.618803797216331830e+00 6.272897808090074356e-01 1.064236980785626514e+02 -2.708050201102210508e+00
1.006319481987448761e+01 8.932359239567166931e-01 1.064368982003624780e+02 -2.708050201102210508e+00
1.023560998031506841e+01 1.173012854715324238e+00 1.064370067177288632e+02 -2.708050201102210508e+00
9.203707810242008236e+00 6.131930399614768934e-01 1.064396096927079327e+02 -2.708050201102210508e+00
8.715654755189083502e+00 1.917344854346775040e+00 1.064402851373609593e+02 -2.708050201102210508e+00
8.507921509883885847e+00 1.729672366636219705e+00 1.064408591125668124e+02 -2.708050201102210508e+00
8.465822614031784710e+00 1.242729804827884754e+00 1.064469246317741096e+02 -2.708050201102210508e+00
8.475932158542489603e+00 1.217804942498036613e+00 1.064475366289240554e+02 -2.708050201102210508e+00
1.025619657413366781e+01 1.282750750169869614e+00 1.064525202363027461e+02 -2.708050201102210508e+00
9.659391973875884219e+00 1.996276893269238961e+00 1.064536974429685188e+02 -2.708050201102210508e+00
8.446113997834686415e+00 1.314336855983023744e+00 1.064609780558120207e+02 -2.708050201102210508e+00
1.007279789462088537e+01 9.072763117957217682e-01 1.064611771436708239e+02 -2.708050201102210508e+00
9.683781256783602132e+00 1.985531592063920714e+00 1.064628122480797572e+02 -2.708050201102210508e+00
8.862374928669256136e+00 1.975149456865390007e+00 1.064685958545898359e+02 -2.708050201102210508e+00
8.928176936404032205e+00 1.996635832695429214e+00 1.064695802358645551e+02 -2.708050201102210508e+00
9.941193868961658353e+00 1.860712269873208147e+00 1.064724199347677001e+02 -2.708050201102210508e+00
8.433288804893852131e+00 1.486472860125114481e+00 1.064743435450159836e+02 -2.708050201102210508e+00
8.808900916481169574e+00 8.087068503214261961e-01 1.064748508899157855e+02 -2.708050201102210508e+00
1.020190773241567683e+01 1.104568532803333891e+00 1.064781984898910707e+02 -2.708050201102210508e+00
8.447569556669154878e+00 1.564667917696227484e+00 1.064804323780571877e+02 -2.708050201102210508e+00
8.621257388630615637e+00 9.914597653398952160e-01 1.064824054798144175e+02 -2.708050201102210508e+00
1.024659756401259081e+01 1.418576073002274285e+00 1.064830324628991320e+02 -2.708050201102210508e+00
8.522174744856931383e+00 1.136693263483603555e+00 1.064833481964945463e+02 -2.708050201102210508e+00
1.019116867054353648e+01 1.587507782690870561e+00 1.064844397493861408e+02 -2.708050201102210508e+00
9.566845036019458348e+00 6.180582585989702338e-01 1.064880595482774623e+02 -2.708050201102210508e+00
9.709987408091471650e+00 1.963872580610388274e+00 1.064994524749928928e+02 -2.708050201102210508e+00
9.985017091372052178e+00 1.818274782070061768e+00 1.065013516693272777e+02 -2.708050201102210508e+00
8.927918910290497223e+00 1.984484381924877860e+00 1.065028692804735186e+02 -2.708050201102210508e+00
8.457042977809733131e+00 1.310466683999282456e+00 1.065060022789206329e+02 -2.708050201102210508e+00
1.024568522771784096e+01 1.333081755580933780e+00 1.065128494077732313e+02 -2.708050201102210508e+00
9.939958560831463785e+00 7.942169550925113342e-01 1.065134671790741834e+02 -2.708050201102210508e+00
9.564028440976182210e+00 1.999324171562542274e+00 1.065164513117751568e+02 -2.708050201102210508e+00
9.426547064280327959e+00 5.996992903716755752e-01 1.065169775484197459e+02 -2.708050201102210508e+00
1.023906269130401547e+01 1.260925145796030655e+00 1.065202302411087487e+02 -2.708050201102210508e+00
9.989898422192343475e+00 1.805207342271907267e+00 1.065241930313464707e+02 -2.708050201102210508e+00
8.947140122546711538e+00 1.981992290116804112e+00 1.065252798996164358e+02 -2.708050201102210508e+00
8.498032920236228804e+00 1.654654147340799630e+00 1.065292288283524300e+02 -2.708050201102210508e+00
8.548700506240544783e+00 1.104938419598825883e+00 1.065293718816998734e+02 -2.708050201102210508e+00
9.561718378696511422e+00 1.995067626344951384e+00 1.065304018494087614e+02 -2.708050201102210508e+00
9.010223755788851818e+00 6.881809310097081189e-01 1.065324235046629582e+02 -2.708050201102210508e+00
9.658361405685717216e+00 1.967915585329577999e+00 1.065362990379762351e+02 -2.708050201102210508e+00
1.007638814056681653e+01 9.250970302719744298e-01 1.065421959859998822e+02 -2.708050201102210508e+00
9.625602985742645501e+00 1.975122672817811509e+00 1.065428312660210395e+02 -2.708050201102210508e+00
8.651236138292281552e+00 1.828534294052292175e+00 1.065451685295355588e+02 -2.708050201102210508e+00
1.022514213477592904e+01 1.435989110486212361e+00 1.065528366171607217e+02 -2.708050201102210508e+00
8.908028596392535192e+00 1.958800011739244784e+00 1.065560376078806541e+02 -2.708050201102210508e+00
8.710113547509028109e+00 9.059377251074621773e-01 1.065561019577444171e+02 -2.708050201102210508e+00
