# Tau0 Delta logL logPrior
9.638272679705966794e+00 1.826205744797577024e+00 1.069624176151050818e+02 -2.708050201102210508e+00
1.004556857486827326e+01 1.549641423004275653e+00 1.069628155489285177e+02 -2.708050201102210508e+00
9.452841228103727289e+00 1.867343698821471998e+00 1.069648441851076797e+02 -2.708050201102210508e+00
8.774490085880712442e+00 1.734033183919156951e+00 1.069653908797161108e+02 -2.708050201102210508e+00
8.844786538783999674e+00 8.404338114902444312e-01 1.069661932252489009e+02 -2.708050201102210508e+00
8.911752370309880433e+00 7.884027414602196027e-01 1.069672620065861679e+02 -2.708050201102210508e+00
9.339156549737291257e+00 1.876423994566242204e+00 1.069679007789809901e+02 -2.708050201102210508e+00
9.239226430211276764e+00 1.873611779564839264e+00 1.069750167525940867e+02 -2.708050201102210508e+00
9.895691668721703138e+00 1.692698219120868153e+00 1.069768080885395278e+02 -2.708050201102210508e+00
8.876099992557824336e+00 1.786967742451047725e+00 1.069781817129411792e+02 -2.708050201102210508e+00
9.582434943860601351e+00 1.836797583164617276e+00 1.069787482432337811e+02 -2.708050201102210508e+00
8.728882094045163242e+00 1.691329644823896805e+00 1.069821845294719083e+02 -2.708050201102210508e+00
9.491733092429681662e+00 1.855066837909186805e+00 1.069831136405200596e+02 -2.708050201102210508e+00
9.449813077149263663e+00 1.860953601856835782e+00 1.069849954509041510e+02 -2.708050201102210508e+00
9.159238022785801903e+00 1.863393687066705828e+00 1.069850877542712624e+02 -2.708050201102210508e+00
9.375054374112826494e+00 1.868554713368103970e+00 1.069853880227588405e+02 -2.708050201102210508e+00
9.212348513663579652e+00 6.503410324032262713e-01 1.069900405483614634e+02 -2.708050201102210508e+00
8.816475482518788098e+00 8.690902235615624027e-01 1.069901885899847969e+02 -2.708050201102210508e+00
1.011803024520921568e+01 1.145504514754294823e+00 1.069916651810370922e+02 -2.708050201102210508e+00
9.522158869601176079e+00 1.846001068459589778e+00 1.069928577589963083e+02 -2.708050201102210508e+00
8.888089960749674390e+00 1.786723171189114279e+00 1.069930482499853639e+02 -2.708050201102210508e+00
9.675143148718154507e+00 1.802196241973891500e+00 1.069948862916927084e+02 -2.708050201102210508e+00
9.873124055021611056e+00 1.701300217498944223e+00 1.069953187750810173e+02 -2.708050201102210508e+00
9.798605087240233047e+00 7.505057921531315124e-01 1.069959595796657226e+02 -2.708050201102210508e+00
8.953426487249279475e+00 1.811524421268612128e+00 1.069971258437058026e+02 -2.708050201102210508e+00
9.774662374966254674e+00 1.758072075525671796e+00 1.069982726799710946e+02 -2.708050201102210508e+00
9.574701888055617616e+00 1.831064973121694361e+00 1.070012652053371909e+02 -2.708050201102210508e+00
9.559605406181287179e+00 1.834793515058680935e+00 1.070013250826770417e+02 -2.708050201102210508e+00
9.398214140578826203e+00 1.861253364500897511e+00 1.070014997803756955e+02 -2.708050201102210508e+00
9.187133120123583296e+00 1.860580042394482270e+00 1.070021519242895351e+02 -2.708050201102210508e+00
9.397511222250024332e+00 6.313034829551171789e-01 1.070027510628991649e+02 -2.708050201102210508e+00
9.944847328691540866e+00 1.641039223023955440e+00 1.070055381800426773e+02 -2.708050201102210508e+00
9.782178998312691220e+00 7.420335891776064230e-01 1.070071084165213193e+02 -2.708050201102210508e+00
8.990049598380553064e+00 1.818510012704631640e+00 1.070111309103305786e+02 -2.708050201102210508e+00
1.006808017958241130e+01 1.483194842636332389e+00 1.070163087797342598e+02 -2.708050201102210508e+00
8.577944015733880434e+00 1.348992358071638753e+00 1.070199638571759948e+02 -2.708050201102210508e+00
8.594385590126769614e+00 1.465125848232062822e+00 1.070206161783315508e+02 -2.708050201102210508e+00
9.863074616868837907e+00 1.697615836460126593e+00 1.070219542540862392e+02 -2.708050201102210508e+00
8.914407918434791966e+00 1.786988714715737503e+00 1.070221843618276978e+02 -2.708050201102210508e+00
1.010622391447985535e+01 1.126639019392900121e+00 1.070238888081754283e+02 -2.708050201102210508e+00
9.882283031588093181e+00 1.683053372616687859e+00 1.070249937346679019e+02 -2.708050201102210508e+00
8.623278929182891517e+00 1.147028232437051765e+00 1.070305792956391286e+02 -2.708050201102210508e+00
1.009712706189022491e+01 1.102873455409358439e+00 1.070317584632421131e+02 -2.708050201102210508e+00
1.009058133148199410e+01 1.086555579601097943e+00 1.070350915816087820e+02 -2.708050201102210508e+00
8.850941730118991657e+00 1.751618798496302976e+00 1.070351976056652461e+02 -2.708050201102210508e+00
9.083092126781068032e+00 1.833531514658354400e+00 1.070353827232527237e+02 -2.708050201102210508e+00
1.010910245007550223e+01 1.146960113354398292e+00 1.070358764540437733e+02 -2.708050201102210508e+00
8.759211733368122310e+00 1.690985074001442712e+00 1.070368839839055681e+02 -2.708050201102210508e+00
9.502792876679382772e+00 1.834482082596212704e+00 1.070378619563547176e+02 -2.708050201102210508e+00
1.009285776187413575e+01 1.094281637574856525e+00 1.070380097363047582e+02 -2.708050201102210508e+00
9.392566427588590727e+00 1.848484073254820448e+00 1.070408370334806705e+02 -2.708050201102210508e+00
9.860572674967935214e+00 1.691439067340396507e+00 1.070419155788032981e+02 -2.708050201102210508e+00
8.680849899889258481e+00 1.611997464115964673e+00 1.070421875735793122e+02 -2.708050201102210508e+00
8.677720337793582317e+00 1.604850857260124553e+00 1.070480168392280689e+02 -2.708050201102210508e+00
8.586655713979920890e+00 1.373775704872624681e+00 1.070480686363227107e+02 -2.708050201102210508e+00
9.852835941353534466e+00 1.693941571584162809e+00 1.070486727634009156e+02 -2.708050201102210508e+00
9.738926083334408901e+00 7.229228778253865562e-01 1.070492277907351308e+02 -2.708050201102210508e+00
1.002911172220810521e+01 1.522884244759967753e+00 1.070561311189269986e+02 -2.708050201102210508e+00
8.591568881599377150e+00 1.394166430688419611e+00 1.070581553515072386e+02 -2.708050201102210508e+00
9.616214050187290141e+00 1.799042129803094303e+00 1.070603398177213563e+02 -2.708050201102210508e+00
8.978323300647851113e+00 1.796091285870235588e+00 1.070618502762807651e+02 -2.708050201102210508e+00
8.761781379575719342e+00 1.680508083269429465e+00 1.070642488389541143e+02 -2.708050201102210508e+00
9.074359780210077275e+00 1.821203024478879717e+00 1.070650484406300933e+02 -2.708050201102210508e+00
8.734999123779095598e+00 9.714475490465335206e-01 1.070677053055499357e+02 -2.708050201102210508e+00
8.623831775495938601e+00 1.501944402126555334e+00 1.070678501456419838e+02 -2.708050201102210508e+00
8.626851289621479069e+00 1.157881280593761719e+00 1.070680319865160328e+02 -2.708050201102210508e+00
1.005049292580511455e+01 1.481777064714521197e+00 1.070693373186862374e+02 -2.708050201102210508e+00
8.600344967988789335e+00 1.250314970199593034e+00 1.070696437276800737e+02 -2.708050201102210508e+00
1.011269578408447778e+01 1.283028484270648750e+00 1.070699032662204218e+02 -2.708050201102210508e+00
9.994978202600947270e+00 9.311586029050927804e-01 1.070701548329677735e+02 -2.708050201102210508e+00
9.665655487710260729e+00 1.778406476489593491e+00 1.070721391169058450e+02 -2.708050201102210508e+00
1.008477381857580824e+01 1.406953568982867386e+00 1.070725926855987211e+02 -2.708050201102210508e+00
1.011239776894745468e+01 1.225917562900508129e+00 1.070732925670151445e+02 -2.708050201102210508e+00
1.000511735210897513e+01 1.545715148141968642e+00 1.070741311862171443e+02 -2.708050201102210508e+00
9.626790347968285033e+00 1.790038529347353968e+00 1.070767394907997243e+02 -2.708050201102210508e+00
9.995250595597349630e+00 1.555879785721904218e+00 1.070780905291276923e+02 -2.708050201102210508e+00
8.889381812732489507e+00 8.191692638594824105e-01 1.070781148410240036e+02 -2.708050201102210508e+00
8.938340085182794326e+00 1.775319767333208842e+00 1.070783995547995318e+02 -2.708050201102210508e+00
8.741591588312539685e+00 1.656649814694072465e+00 1.070785455048155512e+02 -2.708050201102210508e+00
8.662453808253266274e+00 1.564694815747596834e+00 1.070800923829237661e+02 -2.708050201102210508e+00
8.761567180702558133e+00 1.672971967961094153e+00 1.070802202980779612e+02 -2.708050201102210508e+00
8.628881583300969993e+00 1.159968395727367207e+00 1.070811925168692511e+02 -2.708050201102210508e+00
1.002498104749662211e+01 1.515116823639213184e+00 1.070813845276912133e+02 -2.708050201102210508e+00
8.606289083061874123e+00 1.235974479305642193e+00 1.070820349724936591e+02 -2.708050201102210508e+00
8.711646735142187126e+00 1.006341230639640205e+00 1.070822242115929157e+02 -2.708050201102210508e+00
8.597177045592017564e+00 1.380535767101975342e+00 1.070824101525211915e+02 -2.708050201102210508e+00
9.239455941830513552e+00 1.836815455165481614e+00 1.070831085634130346e+02 -2.708050201102210508e+00
8.619303432777385865e+00 1.476501775356055202e+00 1.070834062251717569e+02 -2.708050201102210508e+00
9.942789177618747587e+00 8.746790677386803159e-01 1.070834076097396519e+02 -2.708050201102210508e+00
9.619925392671458297e+00 1.789405356350787235e+00 1.070847579800099396e+02 -2.708050201102210508e+00
1.009276114134595481e+01 1.125175888373271649e+00 1.070867108673751176e+02 -2.708050201102210508e+00
8.897332628077400329e+00 8.146041111277798619e-01 1.070905549982700506e+02 -2.708050201102210508e+00
9.782976680576396689e+00 1.719354317486811112e+00 1.070909946258560694e+02 -2.708050201102210508e+00
9.210185054931894655e+00 1.831873991621357556e+00 1.070918449136988784e+02 -2.708050201102210508e+00
8.797440814897150574e+00 1.694633994399467047e+00 1.070924658114794283e+02 -2.708050201102210508e+00
9.535379269150476844e+00 6.542334820915483018e-01 1.070925975099543734e+02 -2.708050201102210508e+00
9.769597540242358491e+00 1.725655741306457491e+00 1.070929381014856290e+02 -2.708050201102210508e+00
9.223875629408141208e+00 1.831829482896688122e+00 1.070949508523474520e+02 -2.708050201102210508e+00
9.900912818294729689e+00 1.640307880731997736e+00 1.070950322472103835e+02 -2.708050201102210508e+00
8.835889187103767028e+00 1.717927362316158391e+00 1.070964056252193899e+02 -2.708050201102210508e+00
8.600658823016592791e+00 1.304141403203566751e+00 1.070992798003942568e+02 -2.708050201102210508e+00
9.361539996098887428e+00 6.391680561700906482e-01 1.071046852132893861e+02 -2.708050201102210508e+00
9.827381547387485483e+00 1.688227657890563949e+00 1.071052903950904494e+02 -2.708050201102210508e+00
9.922166445239644972e+00 1.617934400098219871e+00 1.071057684233720408e+02 -2.708050201102210508e+00
8.920975004373763895e+00 1.757001799235854644e+00 1.071074747899465507e+02 -2.708050201102210508e+00
8.708525699427406508e+00 1.608554560781087828e+00 1.071079089044672088e+02 -2.708050201102210508e+00
9.485829268672103964e+00 1.813701523199683807e+00 1.071080220444763142e+02 -2.708050201102210508e+00
9.356627882018031528e+00 1.828138394016348478e+00 1.071085295047049613e+02 -2.708050201102210508e+00
9.136287689456853656e+00 1.816437385444485297e+00 1.071113637484949095e+02 -2.708050201102210508e+00
8.613611425244277697e+00 1.420010062710798993e+00 1.071155650083002371e+02 -2.708050201102210508e+00
9.872230742036171236e+00 1.653535952175360979e+00 1.071163675437629053e+02 -2.708050201102210508e+00
8.612635811659254514e+00 1.245173064965105381e+00 1.071163854223996736e+02 -2.708050201102210508e+00
8.863980891683398866e+00 1.725619822475531251e+00 1.071167498750552625e+02 -2.708050201102210508e+00
9.042697290042022829e+00 1.795102576578124332e+00 1.071169489208271273e+02 -2.708050201102210508e+00
8.608074170254619517e+00 1.276536177613663670e+00 1.071178098136663692e+02 -2.708050201102210508e+00
1.001562928928897733e+01 1.507611057857642711e+00 1.071199260533046527e+02 -2.708050201102210508e+00
8.620061453577251953e+00 1.438021830955606095e+00 1.071217726917900990e+02 -2.708050201102210508e+00
1.006423550179574455e+01 1.419159104197306176e+00 1.071224284478674917e+02 -2.708050201102210508e+00
1.007196909769861115e+01 1.393133151262428093e+00 1.071308120831459973e+02 -2.708050201102210508e+00
9.860966826961398368e+00 1.655727063068556326e+00 1.071310858089572093e+02 -2.708050201102210508e+00
9.698524579094074838e+00 1.744017558771547849e+00 1.071328665795591917e+02 -2.708050201102210508e+00
9.733548198715796573e+00 1.728605511333485278e+00 1.071328908090764713e+02 -2.708050201102210508e+00
9.114542170471880311e+00 1.804882838111876442e+00 1.071339244605248098e+02 -2.708050201102210508e+00
9.626620224431210460e+00 1.769856935916262586e+00 1.071346822107729366e+02 -2.708050201102210508e+00
9.218942200657473052e+00 1.817244065057752378e+00 1.071365109288882564e+02 -2.708050201102210508e+00
8.643932000614400479e+00 1.490387176611836839e+00 1.071369055870845273e+02 -2.708050201102210508e+00
1.008193203729054765e+01 1.355157145300666555e+00 1.071379521273156712e+02 -2.708050201102210508e+00
9.532255467184175046e+00 6.572920488463526167e-01 1.071385967916551891e+02 -2.708050201102210508e+00
8.741832224093656123e+00 1.627298069636982314e+00 1.071389404306570583e+02 -2.708050201102210508e+00
8.635734359250037073e+00 1.178318709353475713e+00 1.071416523231285254e+02 -2.708050201102210508e+00
9.348371005608369089e+00 6.429305010800415721e-01 1.071460685261822476e+02 -2.708050201102210508e+00
1.009464433451664789e+01 1.234935222598960713e+00 1.071485158215647715e+02 -2.708050201102210508e+00
8.625829153350078826e+00 1.426431128422979588e+00 1.071487887136507169e+02 -2.708050201102210508e+00
9.957820041333407701e+00 1.564041513876642142e+00 1.071492955439794201e+02 -2.708050201102210508e+00
8.972402313237013871e+00 1.761426289214053087e+00 1.071494142678597541e+02 -2.708050201102210508e+00
8.974614508588503625e+00 1.762157828041146734e+00 1.071495865534498506e+02 -2.708050201102210508e+00
9.826404231521268073e+00 7.864283232224406062e-01 1.071507139095686085e+02 -2.708050201102210508e+00
9.849795571377690351e+00 1.655583665209788835e+00 1.071510132838366616e+02 -2.708050201102210508e+00
8.734181672222877779e+00 1.612114012003344810e+00 1.071538438208549735e+02 -2.708050201102210508e+00
8.970824179645640939e+00 1.758664184933786290e+00 1.071552437728235532e+02 -2.708050201102210508e+00
9.326848892649053369e+00 1.812503504923486997e+00 1.071582068947200526e+02 -2.708050201102210508e+00
8.617728859674146591e+00 1.283776083690404413e+00 1.071584346728193253e+02 -2.708050201102210508e+00
9.703091820653773070e+00 1.732027938256074373e+00 1.071608587366018668e+02 -2.708050201102210508e+00
9.703633963057777478e+00 1.730508694026340333e+00 1.071644303349062710e+02 -2.708050201102210508e+00
8.888344247864642611e+00 1.718758162834108205e+00 1.071656183793043908e+02 -2.708050201102210508e+00
8.747252122202748836e+00 9.797196996229843302e-01 1.071704014325166696e+02 -2.708050201102210508e+00
9.336262663187099520e+00 1.807801629513386077e+00 1.071712506863267151e+02 -2.708050201102210508e+00
9.894542094273022670e+00 1.613471064007010014e+00 1.071714372776182103e+02 -2.708050201102210508e+00
8.681915177352520274e+00 1.083723674750816102e+00 1.071722908445884315e+02 -2.708050201102210508e+00
9.811065057558828073e+00 1.669874338248036771e+00 1.071788743182567458e+02 -2.708050201102210508e+00
1.005540472717883382e+01 1.395170284269619199e+00 1.071814843230701086e+02 -2.708050201102210508e+00
8.666250624275170011e+00 1.501622727132243540e+00 1.071820542748723142e+02 -2.708050201102210508e+00
9.948353880916265268e+00 8.996118530482317688e-01 1.071846327496355684e+02 -2.708050201102210508e+00
9.545739927826275562e+00 1.774820721997131923e+00 1.071858175096610069e+02 -2.708050201102210508e+00
9.284866860709684033e+00 1.802940145118012039e+00 1.071870494205343078e+02 -2.708050201102210508e+00
8.706532396933454265e+00 1.045845893628365220e+00 1.071902483890998781e+02 -2.708050201102210508e+00
9.826654124250159938e+00 7.920240267699552028e-01 1.071929578038640329e+02 -2.708050201102210508e+00
9.649821752311906309e+00 6.969021949288463080e-01 1.071932630202867500e+02 -2.708050201102210508e+00
9.235507133524736290e+00 1.797614097166084557e+00 1.071970888510970923e+02 -2.708050201102210508e+00
9.544381342446277117e+00 6.649289636027877481e-01 1.071982949048471170e+02 -2.708050201102210508e+00
9.202116912564770601e+00 1.793923636652465348e+00 1.072001428906061733e+02 -2.708050201102210508e+00
8.702208338683407263e+00 1.546828372792432127e+00 1.072025331191946265e+02 -2.708050201102210508e+00
8.664343448734683761e+00 1.136490353528293751e+00 1.072031100288952388e+02 -2.708050201102210508e+00
9.046020459282917869e+00 1.763515710252972157e+00 1.072067230482804092e+02 -2.708050201102210508e+00
8.638044749826301327e+00 1.233288169318850436e+00 1.072111311909634992e+02 -2.708050201102210508e+00
1.001145403225475405e+01 1.461402695858115219e+00 1.072129584959525488e+02 -2.708050201102210508e+00
9.074097519961902947e+00 1.767558150522295035e+00 1.072153052363018162e+02 -2.708050201102210508e+00
9.867946662329828200e+00 8.270394734086934374e-01 1.072153485558673935e+02 -2.708050201102210508e+00
8.787775594020063252e+00 1.629557716515095622e+00 1.072197052255323229e+02 -2.708050201102210508e+00
9.415976246485053380e+00 1.785484168158709695e+00 1.072203093183074856e+02 -2.708050201102210508e+00
9.555407946665065211e+00 1.760553017561294231e+00 1.072203730978094001e+02 -2.708050201102210508e+00
8.637279150885971646e+00 1.254246899515070179e+00 1.072214411575410509e+02 -2.708050201102210508e+00
9.476098472747485957e+00 1.776300189759406845e+00 1.072228070575046672e+02 -2.708050201102210508e+00
9.045400459753679456e+00 1.756976943786666467e+00 1.072242485427182714e+02 -2.708050201102210508e+00
9.360381208132015018e+00 1.788477219845402200e+00 1.072250309264513959e+02 -2.708050201102210508e+00
8.678655724982688113e+00 1.493521164664336265e+00 1.072250871297784300e+02 -2.708050201102210508e+00
8.877164829016889414e+00 1.688390356738411313e+00 1.072255356829527670e+02 -2.708050201102210508e+00
1.006902378545326471e+01 1.156053820744308513e+00 1.072276079693961037e+02 -2.708050201102210508e+00
9.491699545257235471e+00 1.771896980880804939e+00 1.072276498241728291e+02 -2.708050201102210508e+00
8.732055846915761421e+00 1.570402895647928565e+00 1.072279280307940894e+02 -2.708050201102210508e+00
1.004227556026590307e+01 1.390436878469998305e+00 1.072288672921344101e+02 -2.708050201102210508e+00
8.709563360295060619e+00 1.053996002872012561e+00 1.072294207051905772e+02 -2.708050201102210508e+00
9.516221092702981110e+00 1.765480009492682356e+00 1.072322840679677114e+02 -2.708050201102210508e+00
8.761276819395382276e+00 1.598690637510544299e+00 1.072337379613444028e+02 -2.708050201102210508e+00
8.929151095049698839e+00 1.711298664370001887e+00 1.072342448428282466e+02 -2.708050201102210508e+00
8.887201729093158420e+00 1.690181553864207764e+00 1.072346978522216716e+02 -2.708050201102210508e+00
8.649423407559289956e+00 1.408712701819699209e+00 1.072348463187488647e+02 -2.708050201102210508e+00
9.721743686096317560e+00 1.696052843057782367e+00 1.072369395956711742e+02 -2.708050201102210508e+00
8.661115313458163101e+00 1.166471651460390779e+00 1.072369713881430897e+02 -2.708050201102210508e+00
9.706144138118091291e+00 1.702871061215435189e+00 1.072377234210765664e+02 -2.708050201102210508e+00
9.009914023205730871e+00 1.741190166405164774e+00 1.072382169425184060e+02 -2.708050201102210508e+00
9.148190025172887374e+00 1.773800710136279601e+00 1.072386236017713230e+02 -2.708050201102210508e+00
9.819614215789144396e+00 1.641028565870077172e+00 1.072389862338212509e+02 -2.708050201102210508e+00
9.330626518166900141e+00 1.784439756385629128e+00 1.072405829942051554e+02 -2.708050201102210508e+00
1.007092296274089271e+01 1.235638707251861979e+00 1.072440257915505981e+02 -2.708050201102210508e+00
9.330193092235903762e+00 6.521380723634072618e-01 1.072452591396854586e+02 -2.708050201102210508e+00
9.519368428224979084e+00 1.760276673335586795e+00 1.072455083660277211e+02 -2.708050201102210508e+00
1.004379410989415788e+01 1.366229184240823624e+00 1.072536319075694706e+02 -2.708050201102210508e+00
9.023500509878996212e+00 1.739794885528137103e+00 1.072536635474901061e+02 -2.708050201102210508e+00
8.642364451944107628e+00 1.305858894832012007e+00 1.072539223200609513e+02 -2.708050201102210508e+00
8.667503766296123402e+00 1.442183555052388932e+00 1.072569509044776481e+02 -2.708050201102210508e+00
1.001108218741722844e+01 1.434722237155026336e+00 1.072579079899109331e+02 -2.708050201102210508e+00
8.997642318583574550e+00 7.656980761240496092e-01 1.072581599158023664e+02 -2.708050201102210508e+00
8.791665624053486283e+00 1.614173121051306392e+00 1.072591393296746816e+02 -2.708050201102210508e+00
8.651790463580869783e+00 1.229273986327398704e+00 1.072636035682738651e+02 -2.708050201102210508e+00
9.394500811213434943e+00 6.519006968372084154e-01 1.072659138798509986e+02 -2.708050201102210508e+00
9.628748847738878069e+00 1.722869653984022698e+00 1.072664092899845656e+02 -2.708050201102210508e+00
1.002134813349867670e+01 1.031730387417520323e+00 1.072664806573837950e+02 -2.708050201102210508e+00
1.004551594226323807e+01 1.094214465160918026e+00 1.072672832575454720e+02 -2.708050201102210508e+00
9.019597558343953381e+00 1.733114577820187296e+00 1.072684037254485929e+02 -2.708050201102210508e+00
1.005645088366097006e+01 1.299074405040294700e+00 1.072730334579503477e+02 -2.708050201102210508e+00
9.559937220157227244e+00 6.753841977483503456e-01 1.072749540151614411e+02 -2.708050201102210508e+00
9.656099022694887068e+00 1.709524192012370714e+00 1.072762930524021669e+02 -2.708050201102210508e+00
9.016222555142588746e+00 1.728997851892903004e+00 1.072765644442266648e+02 -2.708050201102210508e+00
1.002094426757109069e+01 1.035515126275216247e+00 1.072772374659239887e+02 -2.708050201102210508e+00
9.203293829964506401e+00 6.770394609508990635e-01 1.072776564037700098e+02 -2.708050201102210508e+00
8.650006074410658385e+00 1.321447855095206458e+00 1.072796148563405580e+02 -2.708050201102210508e+00
9.352463819091047625e+00 1.769019901839501419e+00 1.072835031452821823e+02 -2.708050201102210508e+00
9.941426230519640583e+00 1.516462826485202253e+00 1.072871091586173407e+02 -2.708050201102210508e+00
9.848832431539698007e+00 8.223523423347428585e-01 1.072888041581888956e+02 -2.708050201102210508e+00
8.728355150527265849e+00 1.530212290375262629e+00 1.072898328716889438e+02 -2.708050201102210508e+00
1.005125015493066698e+01 1.300044329278486677e+00 1.072908487589952529e+02 -2.708050201102210508e+00
9.198029013019997535e+00 6.798910916488172251e-01 1.072928241607118167e+02 -2.708050201102210508e+00
8.669176519849544960e+00 1.409603366525640222e+00 1.072933239140777459e+02 -2.708050201102210508e+00
8.655482101428512820e+00 1.261058670411277838e+00 1.072945601967948335e+02 -2.708050201102210508e+00
9.427199531558706269e+00 6.557266006032644867e-01 1.072956241977849743e+02 -2.708050201102210508e+00
9.778522040912456248e+00 1.644198194851371087e+00 1.072961289063639327e+02 -2.708050201102210508e+00
9.325329414720004095e+00 1.765522107050323308e+00 1.072965257791645399e+02 -2.708050201102210508e+00
9.241718060361614917e+00 1.763266799052727318e+00 1.072981784650076236e+02 -2.708050201102210508e+00
9.167029935648763228e+00 6.899468691534613729e-01 1.072985113199792835e+02 -2.708050201102210508e+00
8.809839459857879973e+00 9.318657718538836399e-01 1.072999162318084529e+02 -2.708050201102210508e+00
9.001270736461666644e+00 1.714739783113370164e+00 1.073011140684063776e+02 -2.708050201102210508e+00
9.743967535738303098e+00 1.661324371784792975e+00 1.073011285521711926e+02 -2.708050201102210508e+00
8.675489176284886028e+00 1.420597110361043747e+00 1.073015685258004766e+02 -2.708050201102210508e+00
9.985420096603590423e+00 1.447839432469324672e+00 1.073071550707514916e+02 -2.708050201102210508e+00
1.005365402828782884e+01 1.181339193687461320e+00 1.073074499083635942e+02 -2.708050201102210508e+00
9.248325986686595002e+00 1.759492542341712262e+00 1.073102738467298707e+02 -2.708050201102210508e+00
8.740050159544177077e+00 1.030261386388729772e+00 1.073116990374815316e+02 -2.708050201102210508e+00
1.001811271875345888e+01 1.383862962080824044e+00 1.073121157397999212e+02 -2.708050201102210508e+00
8.886070180065274826e+00 1.657524612809419651e+00 1.073121639576197737e+02 -2.708050201102210508e+00
1.005167030511990234e+01 1.256051223560313845e+00 1.073134075765345159e+02 -2.708050201102210508e+00
8.985079029768117564e+00 1.703213131875237041e+00 1.073157951181728578e+02 -2.708050201102210508e+00
9.446978136610471921e+00 6.591765151941237910e-01 1.073176494031285699e+02 -2.708050201102210508e+00
9.815643464953959452e+00 8.009187840201182906e-01 1.073178038891773696e+02 -2.708050201102210508e+00
1.005249729579366758e+01 1.218325733319305160e+00 1.073180086344549267e+02 -2.708050201102210508e+00
9.590299450592857156e+00 1.717011660390169059e+00 1.073180975272374837e+02 -2.708050201102210508e+00
8.667608267544272493e+00 1.219224895216558302e+00 1.073196174618526442e+02 -2.708050201102210508e+00
8.811810529694650285e+00 1.599969077531758765e+00 1.073249730840329619e+02 -2.708050201102210508e+00
9.482876463085467833e+00 6.642529456383230446e-01 1.073262172047980414e+02 -2.708050201102210508e+00
9.842805017743396334e+00 8.232546208907103313e-01 1.073269647786923287e+02 -2.708050201102210508e+00
9.661457562488777739e+00 1.689067925230500755e+00 1.073276317216078866e+02 -2.708050201102210508e+00
8.774849468562621269e+00 9.837746971397276496e-01 1.073317880508832616e+02 -2.708050201102210508e+00
1.004712637580190560e+01 1.175195447991930431e+00 1.073323458786493489e+02 -2.708050201102210508e+00
8.665248512590014940e+00 1.268144329340910481e+00 1.073330391128397991e+02 -2.708050201102210508e+00
9.762709925780688636e+00 1.638893476619301515e+00 1.073336631605152718e+02 -2.708050201102210508e+00
8.993573416566231771e+00 7.777031870196893237e-01 1.073345796787770468e+02 -2.708050201102210508e+00
8.810319003171761310e+00 9.390014375611651642e-01 1.073348729683025198e+02 -2.708050201102210508e+00
9.394156781997743622e+00 1.748395862582423632e+00 1.073357079137476120e+02 -2.708050201102210508e+00
8.720144890594065501e+00 1.487660783289345590e+00 1.073374088451398194e+02 -2.708050201102210508e+00
9.267471776938677408e+00 6.681736141137336604e-01 1.073391265671956063e+02 -2.708050201102210508e+00
9.830403575859275378e+00 1.593452851853518704e+00 1.073393508308543289e+02 -2.708050201102210508e+00
9.283877871813221105e+00 1.750833147790060051e+00 1.073394838512798373e+02 -2.708050201102210508e+00
8.705043640084531020e+00 1.457234097665253802e+00 1.073412414140433100e+02 -2.708050201102210508e+00
9.463563568988542229e+00 1.736790285919732169e+00 1.073444729213003797e+02 -2.708050201102210508e+00
1.000114468108029087e+01 1.022993354549938561e+00 1.073458743232271360e+02 -2.708050201102210508e+00
9.665730569891895385e+00 7.185532500804565625e-01 1.073468826182413380e+02 -2.708050201102210508e+00
8.674632678496175586e+00 1.225575926338936750e+00 1.073514348008256576e+02 -2.708050201102210508e+00
8.863267392196817696e+00 1.626258745159254060e+00 1.073519612060123478e+02 -2.708050201102210508e+00
9.539462491390255039e+00 1.717817535064158463e+00 1.073553217681620140e+02 -2.708050201102210508e+00
8.685650895364101842e+00 1.177899921907719971e+00 1.073559651872957943e+02 -2.708050201102210508e+00
9.965558953544364940e+00 1.449379220656143108e+00 1.073571056401843720e+02 -2.708050201102210508e+00
8.990843748618187803e+00 1.689586933346401532e+00 1.073572277214601769e+02 -2.708050201102210508e+00
8.720110858484181549e+00 1.085721423453468448e+00 1.073594331317846979e+02 -2.708050201102210508e+00
1.000287337641351471e+01 1.381724274412332587e+00 1.073609848303628524e+02 -2.708050201102210508e+00
9.140786004240331053e+00 1.729183250107094727e+00 1.073616777124946111e+02 -2.708050201102210508e+00
8.858873364440173148e+00 1.618653805275515278e+00 1.073624463247760019e+02 -2.708050201102210508e+00
9.535080880790278712e+00 1.715896171999534037e+00 1.073639063376380705e+02 -2.708050201102210508e+00
8.824970794709523503e+00 9.285432579648524865e-01 1.073650101657827349e+02 -2.708050201102210508e+00
9.414019532498754117e+00 1.736146532867152370e+00 1.073658325460214797e+02 -2.708050201102210508e+00
8.853650383661118894e+00 1.613314677285232923e+00 1.073662130823059186e+02 -2.708050201102210508e+00
9.868074751834708280e+00 1.552386185276992459e+00 1.073665638086607004e+02 -2.708050201102210508e+00
9.814176669897859639e+00 8.068792027986082527e-01 1.073671901808141058e+02 -2.708050201102210508e+00
9.306192236060295997e+00 6.650901574871959099e-01 1.073683549361278153e+02 -2.708050201102210508e+00
9.714150719960027658e+00 1.650938630149229924e+00 1.073690354471242756e+02 -2.708050201102210508e+00
9.837447801583646623e+00 8.255333348037621199e-01 1.073698492402825622e+02 -2.708050201102210508e+00
