# Tau0 Delta logL logPrior
5.509458999565869597e+00 7.697776314573598899e-01 7.136171506847753143e+00 -2.708050201102210508e+00
5.618408760818648595e+00 7.468457620644253225e-01 7.307445264639376603e+00 -2.708050201102210508e+00
1.431886619743947797e+01 9.865020216924675900e-01 8.091528207538731365e+00 -2.708050201102210508e+00
1.367520322294994628e+01 8.471785911938243263e-01 8.719649110461862307e+00 -2.708050201102210508e+00
1.377390393133596191e+01 8.705503352216170665e-01 9.050217912753630856e+00 -2.708050201102210508e+00
5.380354763322680256e+00 8.096080746988698618e-01 9.846088927350884035e+00 -2.708050201102210508e+00
1.444674675202842629e+01 1.025069838084691654e+00 9.865218223375585183e+00 -2.708050201102210508e+00
1.300198679893145837e+01 7.115220226470699849e-01 1.146452364812720504e+01 -2.708050201102210508e+00
1.228778994300469130e+01 5.601050501316803265e-01 1.196123580634308325e+01 -2.708050201102210508e+00
5.453751707231840662e+00 8.052160668312859926e-01 1.249650714027897003e+01 -2.708050201102210508e+00
1.351499845175395897e+01 8.326759910977693524e-01 1.312887502642335313e+01 -2.708050201102210508e+00
5.001924751728996199e+00 9.146045215085674140e-01 1.407784843732559743e+01 -2.708050201102210508e+00
5.451639027784175973e+00 8.143670928666328912e-01 1.438104441399307554e+01 -2.708050201102210508e+00
1.409436466266954113e+01 9.725624341475531676e-01 1.465765422917948690e+01 -2.708050201102210508e+00
1.250042038733332461e+01 6.155190518106643527e-01 1.482866467082960860e+01 -2.708050201102210508e+00
1.438290239241204027e+01 1.042091732748269717e+00 1.514346354488306190e+01 -2.708050201102210508e+00
1.226749445978512831e+01 5.686422899267599140e-01 1.576713784429700382e+01 -2.708050201102210508e+00
6.593844165064409957e+00 5.653675972630295421e-01 1.608483435244875892e+01 -2.708050201102210508e+00
1.253607703758223657e+01 6.284831389441150051e-01 1.621109804888660122e+01 -2.708050201102210508e+00
5.076314862792868254e+00 9.116024012470289595e-01 1.673412478946891113e+01 -2.708050201102210508e+00
1.246253828636585581e+01 6.165030841555694252e-01 1.729310703621012735e+01 -2.708050201102210508e+00
1.359426129892684543e+01 8.739837196973817557e-01 1.768433912678250053e+01 -2.708050201102210508e+00
1.407549500834866407e+01 9.865133667293308761e-01 1.776413772273565073e+01 -2.708050201102210508e+00
5.913809382902311285e+00 7.261586102860511094e-01 1.806047928958081528e+01 -2.708050201102210508e+00
1.472222492780213443e+01 1.141818860003542380e+00 1.818503314321014130e+01 -2.708050201102210508e+00
6.791711105166073459e+00 5.376878020904192201e-01 2.097570192106901033e+01 -2.708050201102210508e+00
1.282428403360354174e+01 7.137633535978942234e-01 2.117488651615564166e+01 -2.708050201102210508e+00
5.981881875447585983e+00 7.257381712670980534e-01 2.148947352613833317e+01 -2.708050201102210508e+00
6.045102622781153734e+00 7.136556372778273261e-01 2.207117592877665757e+01 -2.708050201102210508e+00
1.460070355415144405e+01 1.146269627125507728e+00 2.283619145315458709e+01 -2.708050201102210508e+00
1.382240320048313187e+01 9.576915032165913555e-01 2.286346297778058911e+01 -2.708050201102210508e+00
1.473936342070854444e+01 1.181698947195863436e+00 2.303402244958995837e+01 -2.708050201102210508e+00
1.361936830173859647e+01 9.132325374156271547e-01 2.357908434458405722e+01 -2.708050201102210508e+00
1.261737834670570280e+01 6.809759160490318486e-01 2.444084672372742162e+01 -2.708050201102210508e+00
1.289457774470282736e+01 7.470600746048453589e-01 2.474559256063684387e+01 -2.708050201102210508e+00
1.299558720065819983e+01 7.715460869943981947e-01 2.487608796327492655e+01 -2.708050201102210508e+00
1.434904687559150815e+01 1.100864997178409688e+00 2.504903544084856293e+01 -2.708050201102210508e+00
1.260751922352924481e+01 6.852335516218613920e-01 2.587379808253140467e+01 -2.708050201102210508e+00
1.251446010687787158e+01 6.638202459596460603e-01 2.592331362762905300e+01 -2.708050201102210508e+00
5.041840603705096235e+00 9.732986215914435357e-01 2.596872495886949395e+01 -2.708050201102210508e+00
1.369689803472804535e+01 9.468557524930535374e-01 2.597972477446599271e+01 -2.708050201102210508e+00
6.904250905122821358e+00 5.295828512366639318e-01 2.604278064281847094e+01 -2.708050201102210508e+00
5.681913305741184139e+00 8.211511116517690168e-01 2.643261500906704597e+01 -2.708050201102210508e+00
6.825240491965533174e+00 5.496054799833421933e-01 2.648947145386546609e+01 -2.708050201102210508e+00
1.310889733568523496e+01 8.185284746329027916e-01 2.853723535712467196e+01 -2.708050201102210508e+00
1.393207679259649368e+01 1.026673679412846818e+00 2.914088316901944609e+01 -2.708050201102210508e+00
1.473063888328856663e+01 1.232566855100711400e+00 2.949575600551080967e+01 -2.708050201102210508e+00
1.224046232771209297e+01 6.161647107973080573e-01 2.956497136456647112e+01 -2.708050201102210508e+00
1.488698654650557174e+01 1.281658650169440250e+00 3.047287246295915608e+01 -2.708050201102210508e+00
6.204169117841942693e+00 7.227807145332674210e-01 3.193083734442843991e+01 -2.708050201102210508e+00
5.068688826140455461e+00 1.006828776403137837e+00 3.200552672061409254e+01 -2.708050201102210508e+00
1.370404000277281931e+01 9.901339231486341319e-01 3.210154959650938622e+01 -2.708050201102210508e+00
1.449354155659934307e+01 1.194291661374637936e+00 3.212817393633397245e+01 -2.708050201102210508e+00
1.498672279494862103e+01 1.333709042330892602e+00 3.317268820007940633e+01 -2.708050201102210508e+00
1.488206983039211195e+01 1.306442683863815235e+00 3.321949013831803654e+01 -2.708050201102210508e+00
1.392052885899037484e+01 1.060901780324646548e+00 3.405934272458361534e+01 -2.708050201102210508e+00
1.372549614192018907e+01 1.012117129044159958e+00 3.432485477485446523e+01 -2.708050201102210508e+00
6.574954067433044003e+00 6.451214611585276426e-01 3.481011526304945392e+01 -2.708050201102210508e+00
6.475182536481633555e+00 6.709340214307452088e-01 3.499720068281008878e+01 -2.708050201102210508e+00
1.447778157271168453e+01 1.221041385153997849e+00 3.553733114779030444e+01 -2.708050201102210508e+00
1.208868267023655108e+01 6.076174810373312640e-01 3.567840579336645845e+01 -2.708050201102210508e+00
1.196587624112385484e+01 5.786068788488353265e-01 3.578768278614526821e+01 -2.708050201102210508e+00
1.351957251745364985e+01 9.694641906981962265e-01 3.580039826771572109e+01 -2.708050201102210508e+00
1.229900436658936869e+01 6.607083624032410452e-01 3.607415571042498925e+01 -2.708050201102210508e+00
1.224274930365213265e+01 6.518412744003232451e-01 3.705684277431513607e+01 -2.708050201102210508e+00
5.813567397797116953e+00 8.512343934003671064e-01 3.715520791642732945e+01 -2.708050201102210508e+00
5.691466147125520791e+00 8.829388709911779598e-01 3.718139695450259552e+01 -2.708050201102210508e+00
1.310896628502406891e+01 8.730536260744761190e-01 3.731259209545340383e+01 -2.708050201102210508e+00
1.393712735259655844e+01 1.092659043212763414e+00 3.737454904786932985e+01 -2.708050201102210508e+00
7.003133574510928661e+00 5.505501794890885758e-01 3.750064700688979968e+01 -2.708050201102210508e+00
7.120464097920384816e+00 5.217312406903376054e-01 3.758468440203694172e+01 -2.708050201102210508e+00
1.357569692626142377e+01 9.994897458407530078e-01 3.779327266527636198e+01 -2.708050201102210508e+00
1.234258353747380177e+01 6.844992593370999856e-01 3.855648256270484353e+01 -2.708050201102210508e+00
5.249288683442893344e+00 1.012304013985525941e+00 3.907326228605415253e+01 -2.708050201102210508e+00
1.455259194789877064e+01 1.279347401254870231e+00 3.937021750898198746e+01 -2.708050201102210508e+00
1.395087018941156387e+01 1.116322177979977681e+00 3.963577153131528519e+01 -2.708050201102210508e+00
6.378498951644072434e+00 7.204870901604150113e-01 3.969654889945518761e+01 -2.708050201102210508e+00
1.244986700830698467e+01 7.225573837683635370e-01 4.047958957513749567e+01 -2.708050201102210508e+00
5.795138316750982455e+00 8.793010597749590929e-01 4.064922165961208833e+01 -2.708050201102210508e+00
1.283866827799893784e+01 8.251119801748104665e-01 4.069402312603603633e+01 -2.708050201102210508e+00
1.474850164382749895e+01 1.353763137947859185e+00 4.116925248043891372e+01 -2.708050201102210508e+00
1.196940314996703414e+01 6.057141066955197273e-01 4.137152672612521087e+01 -2.708050201102210508e+00
1.313524521885267760e+01 9.098641161533688182e-01 4.148604133350551848e+01 -2.708050201102210508e+00
1.448857864638462978e+01 1.285439972717552948e+00 4.162299796743936042e+01 -2.708050201102210508e+00
1.446843322038269264e+01 1.281624926916144602e+00 4.179527187221086137e+01 -2.708050201102210508e+00
1.207282642456923583e+01 6.349133897238368185e-01 4.199768516531680262e+01 -2.708050201102210508e+00
1.383628151053303945e+01 1.119783236546083804e+00 4.341021163920717640e+01 -2.708050201102210508e+00
6.619800329201527944e+00 6.784838372366411852e-01 4.344364404598796625e+01 -2.708050201102210508e+00
1.157629980031034123e+01 5.182881945375189536e-01 4.351239002091623576e+01 -2.708050201102210508e+00
1.299324443774419180e+01 8.882235215560724262e-01 4.372042026881683086e+01 -2.708050201102210508e+00
5.221302413817090482e+00 1.059061607620375822e+00 4.383214954042853151e+01 -2.708050201102210508e+00
1.482712127379938671e+01 1.408241170314115109e+00 4.385529985132178155e+01 -2.708050201102210508e+00
1.321310624423336932e+01 9.535011720697172954e-01 4.432043804331718917e+01 -2.708050201102210508e+00
1.195783485339355678e+01 6.215410576687675492e-01 4.499179545375240252e+01 -2.708050201102210508e+00
1.262113661386844043e+01 7.969721535568913273e-01 4.507790082770016227e+01 -2.708050201102210508e+00
1.254249914863864745e+01 7.783656773202191070e-01 4.545977177270687264e+01 -2.708050201102210508e+00
1.419109489109935218e+01 1.247859062472666869e+00 4.593755473342692852e+01 -2.708050201102210508e+00
7.140140186651208865e+00 5.568503331907058707e-01 4.653363949235528452e+01 -2.708050201102210508e+00
1.472138513263034021e+01 1.419232936078294038e+00 4.714218002094631288e+01 -2.708050201102210508e+00
6.763698649764510407e+00 6.643709225720447753e-01 4.768391298683358315e+01 -2.708050201102210508e+00
1.474302917818912739e+01 1.437754676826934697e+00 4.803612432332398896e+01 -2.708050201102210508e+00
1.406467174994236480e+01 1.236572426825283566e+00 4.820554606531072750e+01 -2.708050201102210508e+00
1.235820666570226756e+01 7.495937824819128847e-01 4.857821354248439860e+01 -2.708050201102210508e+00
7.302584807199024475e+00 5.236514684816496734e-01 4.858473761476309960e+01 -2.708050201102210508e+00
6.112025198208650423e+00 8.519005505130583522e-01 4.876861260730672143e+01 -2.708050201102210508e+00
1.369871865119196386e+01 1.135445003492540739e+00 4.886639261630425324e+01 -2.708050201102210508e+00
1.471593800662494900e+01 1.441215827022557017e+00 4.888473858853468812e+01 -2.708050201102210508e+00
6.109363727698836399e+00 8.541925116364705861e-01 4.897108630305349664e+01 -2.708050201102210508e+00
1.389269507703345319e+01 1.198477069502266845e+00 4.934983652941468080e+01 -2.708050201102210508e+00
6.834769707984367670e+00 6.573749525881895650e-01 4.977194707525646322e+01 -2.708050201102210508e+00
1.156977299952965232e+01 5.473734623378063713e-01 4.994769754145412577e+01 -2.708050201102210508e+00
1.335084633727329617e+01 1.045876306598628291e+00 5.014687615569688006e+01 -2.708050201102210508e+00
1.495784563104165876e+01 1.535850734496344128e+00 5.026689524815652277e+01 -2.708050201102210508e+00
1.360126336150417004e+01 1.125378527018191521e+00 5.062022413635524742e+01 -2.708050201102210508e+00
7.119383377290803061e+00 5.842956826860989938e-01 5.071164837156634775e+01 -2.708050201102210508e+00
1.453629032206905691e+01 1.419320790115144337e+00 5.125992218720491422e+01 -2.708050201102210508e+00
1.422981460601968351e+01 1.332595865169279747e+00 5.187787139668814262e+01 -2.708050201102210508e+00
1.366058369583308263e+01 1.159150390069805692e+00 5.202803301316311035e+01 -2.708050201102210508e+00
5.321227264333137086e+00 1.111214798490059996e+00 5.225970565128204726e+01 -2.708050201102210508e+00
1.415221000827002484e+01 1.314513376423223523e+00 5.232956611082303056e+01 -2.708050201102210508e+00
1.461272140268677511e+01 1.463523250718968605e+00 5.263510774893854460e+01 -2.708050201102210508e+00
1.275115040148745393e+01 8.944389644786191473e-01 5.283944754767227892e+01 -2.708050201102210508e+00
1.212662665600189804e+01 7.151935199050962755e-01 5.286392342623270935e+01 -2.708050201102210508e+00
6.126179950199560409e+00 8.810906887597211856e-01 5.291868986347056136e+01 -2.708050201102210508e+00
1.250386901425108732e+01 8.266309359015107106e-01 5.336040193139303511e+01 -2.708050201102210508e+00
1.466005236353488783e+01 1.490026033479566081e+00 5.337716793686292505e+01 -2.708050201102210508e+00
1.375903580192007070e+01 1.206921977737494212e+00 5.348172373821278569e+01 -2.708050201102210508e+00
5.019683672505877325e+00 1.217281293165392686e+00 5.365232044578656456e+01 -2.708050201102210508e+00
1.295633467440251252e+01 9.674586482273886956e-01 5.410881469863462456e+01 -2.708050201102210508e+00
7.006745172389640786e+00 6.361714415427354163e-01 5.414215180923682169e+01 -2.708050201102210508e+00
1.285279139501845513e+01 9.379046179175831721e-01 5.427666689673232980e+01 -2.708050201102210508e+00
1.445424708590440233e+01 1.443460357177402731e+00 5.463370797490443920e+01 -2.708050201102210508e+00
7.433773159518901608e+00 5.191420949706474497e-01 5.476179992412357933e+01 -2.708050201102210508e+00
1.447217451946427502e+01 1.452278641907601475e+00 5.482754190049021048e+01 -2.708050201102210508e+00
1.428036817803368486e+01 1.390967888739272018e+00 5.486900343045901707e+01 -2.708050201102210508e+00
5.685926899028340031e+00 1.032897483075399414e+00 5.521225289894876909e+01 -2.708050201102210508e+00
5.371956854837390161e+00 1.129342448666133425e+00 5.531882158411068673e+01 -2.708050201102210508e+00
1.454649355015508760e+01 1.486199400301295048e+00 5.543695761387789389e+01 -2.708050201102210508e+00
1.434030190037580610e+01 1.421574356445729270e+00 5.560404183061196903e+01 -2.708050201102210508e+00
1.440141681591003930e+01 1.446283386219394007e+00 5.590608419996651435e+01 -2.708050201102210508e+00
1.393559285141262549e+01 1.297117600852575769e+00 5.606236926291047951e+01 -2.708050201102210508e+00
6.197045658861158657e+00 8.881994718007800715e-01 5.613487579658577431e+01 -2.708050201102210508e+00
1.390282399084892972e+01 1.295195832590206431e+00 5.667372274566653090e+01 -2.708050201102210508e+00
1.351047690484481478e+01 1.169550786131459352e+00 5.674384198902609455e+01 -2.708050201102210508e+00
1.329845781871559396e+01 1.103773233003282783e+00 5.689151287932671863e+01 -2.708050201102210508e+00
5.110960728304678291e+00 1.230612540199584437e+00 5.701797324298583902e+01 -2.708050201102210508e+00
1.247851329361154882e+01 8.524356063649097814e-01 5.720399383452327413e+01 -2.708050201102210508e+00
1.399478765167341443e+01 1.336105163557396391e+00 5.741235577602463991e+01 -2.708050201102210508e+00
6.619264705177890562e+00 7.732848714457805084e-01 5.747177038611243916e+01 -2.708050201102210508e+00
6.371695335976484742e+00 8.511218553844508428e-01 5.786446382698174062e+01 -2.708050201102210508e+00
6.152133038337725957e+00 9.185377744097771302e-01 5.793462584109982316e+01 -2.708050201102210508e+00
1.305874005747651978e+01 1.040028405580293080e+00 5.794364099716719352e+01 -2.708050201102210508e+00
1.294241450090546763e+01 1.003424250926231220e+00 5.796154474993257821e+01 -2.708050201102210508e+00
6.205011064304144952e+00 9.044091797402628030e-01 5.814563970792430325e+01 -2.708050201102210508e+00
1.176369658553078779e+01 6.535117745627423425e-01 5.874139712238620348e+01 -2.708050201102210508e+00
1.434229412083359456e+01 1.474266029389202481e+00 5.877729308088419202e+01 -2.708050201102210508e+00
1.483716430665678132e+01 1.650426027683806529e+00 5.912582084175089392e+01 -2.708050201102210508e+00
6.570469354615357638e+00 8.020179780081945209e-01 5.914823460138801892e+01 -2.708050201102210508e+00
1.391581611153581122e+01 1.343654616860841422e+00 5.960694606186439870e+01 -2.708050201102210508e+00
1.431237202926707752e+01 1.479053387676228848e+00 5.963363850279284861e+01 -2.708050201102210508e+00
1.464191714348997841e+01 1.592855406016861153e+00 5.964231298423595717e+01 -2.708050201102210508e+00
1.368268548943974317e+01 1.266965632590582702e+00 5.971928139426029958e+01 -2.708050201102210508e+00
5.536489536550444512e+00 1.132094805316147035e+00 5.988618183315872301e+01 -2.708050201102210508e+00
1.262928412770994946e+01 9.268586395104577713e-01 6.003116251354818900e+01 -2.708050201102210508e+00
1.201444509810094807e+01 7.381580661877827909e-01 6.015332740771906117e+01 -2.708050201102210508e+00
1.320991132840480020e+01 1.118649257688244525e+00 6.036087491227132062e+01 -2.708050201102210508e+00
1.472836637325229425e+01 1.640761699991098110e+00 6.053415028996609948e+01 -2.708050201102210508e+00
5.055397071042560420e+00 1.297231324213966808e+00 6.058780803736102882e+01 -2.708050201102210508e+00
1.320827057928493531e+01 1.121098520410784394e+00 6.058831014612128030e+01 -2.708050201102210508e+00
1.219285437193916088e+01 7.971871272872274039e-01 6.070449266658135912e+01 -2.708050201102210508e+00
1.458778967901663037e+01 1.596520758205259849e+00 6.079546778501523363e+01 -2.708050201102210508e+00
1.305149554152851010e+01 1.072738526748196364e+00 6.085163024177654734e+01 -2.708050201102210508e+00
1.468947510883704233e+01 1.636134459301908484e+00 6.097945698003823622e+01 -2.708050201102210508e+00
1.424136389912880496e+01 1.480473054820121481e+00 6.107659145243766119e+01 -2.708050201102210508e+00
1.436999327366671508e+01 1.526104552660357605e+00 6.111015120206793938e+01 -2.708050201102210508e+00
1.422578209584892761e+01 1.476217704422111865e+00 6.114126206300886679e+01 -2.708050201102210508e+00
1.345979842197373344e+01 1.213784204459777083e+00 6.120007654014037968e+01 -2.708050201102210508e+00
7.374803568811199916e+00 5.760588398297129542e-01 6.146374027478729829e+01 -2.708050201102210508e+00
6.224464491637786701e+00 9.338224859772945585e-01 6.168464055848084371e+01 -2.708050201102210508e+00
1.421073123959963524e+01 1.481239053746724155e+00 6.169980210550959043e+01 -2.708050201102210508e+00
5.450751028769676765e+00 1.184856400109827623e+00 6.181519855328464530e+01 -2.708050201102210508e+00
5.613805487908219760e+00 1.132489713851116520e+00 6.188500166879421016e+01 -2.708050201102210508e+00
1.384921887355708137e+01 1.358792859061885183e+00 6.192549161393951351e+01 -2.708050201102210508e+00
1.414550175422537492e+01 1.464730843713385466e+00 6.204837220431211620e+01 -2.708050201102210508e+00
1.387590735906120187e+01 1.374177617603857815e+00 6.228086574260814245e+01 -2.708050201102210508e+00
7.529905739467200654e+00 5.349997259978716002e-01 6.228464918124433325e+01 -2.708050201102210508e+00
6.765421189209465780e+00 7.694556106115607585e-01 6.230621941002348763e+01 -2.708050201102210508e+00
7.008742377497432230e+00 6.938558996896337927e-01 6.231530342091718921e+01 -2.708050201102210508e+00
6.154422914742441186e+00 9.641308180742885758e-01 6.242147532037432001e+01 -2.708050201102210508e+00
1.418349052320324688e+01 1.485699519340070163e+00 6.244982841824320730e+01 -2.708050201102210508e+00
1.347668306706346186e+01 1.240892884119304984e+00 6.261778775787885110e+01 -2.708050201102210508e+00
5.467643612765258787e+00 1.192943545784179715e+00 6.280744450351001262e+01 -2.708050201102210508e+00
1.366278864204618060e+01 1.310935233742439587e+00 6.295068228258801213e+01 -2.708050201102210508e+00
6.130706473790682232e+00 9.815305928704567417e-01 6.328608971019892948e+01 -2.708050201102210508e+00
5.316365019267072611e+00 1.252241736804779570e+00 6.341450377276250805e+01 -2.708050201102210508e+00
1.275180914819463851e+01 1.006481883156981505e+00 6.349546982168376275e+01 -2.708050201102210508e+00
6.985482957133030801e+00 7.112371076864770769e-01 6.354698142731066923e+01 -2.708050201102210508e+00
5.949285905212349235e+00 1.047288817200553668e+00 6.382835846302807425e+01 -2.708050201102210508e+00
1.379970183438027043e+01 1.378694252544276022e+00 6.406265562473896580e+01 -2.708050201102210508e+00
1.387562328803266531e+01 1.414833313479415544e+00 6.453915283623105381e+01 -2.708050201102210508e+00
5.129606418434603299e+00 1.334847281868037472e+00 6.462607534602949499e+01 -2.708050201102210508e+00
5.414334826102738418e+00 1.239232472306374788e+00 6.475365232543046545e+01 -2.708050201102210508e+00
5.635740016748182590e+00 1.164480976850799765e+00 6.478025073996040817e+01 -2.708050201102210508e+00
1.369723718359898612e+01 1.356742208681867901e+00 6.488516326601032347e+01 -2.708050201102210508e+00
1.283884026999859351e+01 1.054788282718745140e+00 6.494077916652797455e+01 -2.708050201102210508e+00
7.166242867131934702e+00 6.668347251197901393e-01 6.505395222591572235e+01 -2.708050201102210508e+00
6.627853702293948324e+00 8.420410518938402644e-01 6.531291432608279024e+01 -2.708050201102210508e+00
1.471103187319915051e+01 1.743783240524454214e+00 6.541024598790369282e+01 -2.708050201102210508e+00
5.786002728348084823e+00 1.123257704799409451e+00 6.546231583620017602e+01 -2.708050201102210508e+00
1.260068931441285400e+01 9.804813016656889202e-01 6.548174284282711710e+01 -2.708050201102210508e+00
