amplitude	duration	logL
2.95376259646877343812e+01	2.98309943486893338616e+01       -1.054450e+06
2.98271212063698385464e+01	2.79112949568750465801e+01       -9.890372e+05
2.87633801301419893548e+01	2.87630642612739535480e+01       -9.354738e+05
2.93537404586048964461e+01	2.70238729642680901577e+01       -9.056032e+05
2.79269657406943068167e+01	2.95285968549357136226e+01       -8.961799e+05
2.97169855848953190502e+01	2.53801229697014605335e+01       -8.555339e+05
2.75631927658450024410e+01	2.89504394166849934322e+01       -8.417481e+05
2.82719492359118120817e+01	2.72552505583519035781e+01       -8.278135e+05
2.69704041441982695915e+01	2.95062326966003567463e+01       -8.151063e+05
2.75914073878853862709e+01	2.81030466247887034115e+01       -8.093805e+05
2.67911885497451045524e+01	2.96631449699330538294e+01       -8.064977e+05
2.79946360049834517270e+01	2.72360725857909784509e+01       -8.050062e+05
2.75526066284243071891e+01	2.80672951140192346031e+01       -8.048196e+05
2.76396479757981090586e+01	2.78073930763636631980e+01       -8.010242e+05
2.89643884602766341629e+01	2.53686431266495979742e+01       -7.966628e+05
2.87950863324747352578e+01	2.55754915361088634995e+01       -7.933540e+05
2.97604274039484124614e+01	2.38722251734840149595e+01       -7.841378e+05
2.93498821101895366326e+01	2.40958687304706984378e+01       -7.650307e+05
2.83713934120014172890e+01	2.56197006378510394597e+01       -7.634149e+05
2.68857942266436040768e+01	2.80502793159474599349e+01       -7.520175e+05
2.66189497393294587368e+01	2.84982135497979847116e+01       -7.486778e+05
2.68901887764734510711e+01	2.77696375574803333564e+01       -7.414363e+05
2.59145961653226351018e+01	2.97093436971029163374e+01       -7.384550e+05
2.61111409801616431992e+01	2.92328089115785125784e+01       -7.366740e+05
2.59558244766698358319e+01	2.95474734069403304204e+01       -7.359256e+05
2.60845237371091158707e+01	2.91336456145322308942e+01       -7.310545e+05
2.94031941572355854930e+01	2.32535331579181168138e+01       -7.281128e+05
2.81513004267877953168e+01	2.50779332712588640675e+01       -7.233779e+05
2.80772840514134749412e+01	2.51899161034502654388e+01       -7.229401e+05
2.85720576659149116949e+01	2.43613664453993230552e+01       -7.214948e+05
2.91307019736949079913e+01	2.33933632614598359112e+01       -7.158120e+05
2.56689773994430723292e+01	2.93722052680962590898e+01       -7.078321e+05
2.60206015097515006573e+01	2.85498188631704081786e+01       -7.051984e+05
2.74024701870122946445e+01	2.58706830021525604479e+01       -7.032290e+05
2.55010551193993286745e+01	2.95666815630069699239e+01       -7.018346e+05
2.87503968714568820531e+01	2.34038755131109539320e+01       -6.901099e+05
