amplitude	duration	logL
2.99444049928268469785e+01	2.78650467263503820448e+01       -1.467110e+06
2.93531715916881026374e+01	2.89809649131007489586e+01       -1.466408e+06
2.95737577462095906355e+01	2.75384318469745075220e+01       -1.412433e+06
2.94518238780550909439e+01	2.69172060266416544039e+01       -1.367591e+06
2.81633386647992800533e+01	2.93669910518370755881e+01       -1.364809e+06
2.96811028391632056866e+01	2.55399288245457398716e+01       -1.315776e+06
2.84679292776146368737e+01	2.76467799547413548567e+01       -1.310712e+06
2.90922683518080660292e+01	2.60494305382691848649e+01       -1.288545e+06
2.73605254089038467669e+01	2.93949392414623815739e+01       -1.286822e+06
2.93603441245916414459e+01	2.46399929820004608416e+01       -1.239285e+06
2.69002362608280378709e+01	2.92373835695772896770e+01       -1.235489e+06
2.89606261511535620912e+01	2.51239044135613731612e+01       -1.229251e+06
2.87350346566999199638e+01	2.50231437664197713389e+01       -1.204422e+06
2.90817087886416523190e+01	2.44045479185067328842e+01       -1.202919e+06
2.91311688539381563601e+01	2.42837345669321642561e+01       -1.200932e+06
2.93754198306418885522e+01	2.38715353784384234359e+01       -1.200280e+06
2.90414870829314466505e+01	2.42426053640021379465e+01       -1.191167e+06
2.73040091236139801367e+01	2.71118880202536516322e+01       -1.177901e+06
2.71842585377095211641e+01	2.73010361008856889953e+01       -1.175710e+06
2.76833504964274403903e+01	2.62799344538797683413e+01       -1.173301e+06
2.84531139491708415790e+01	2.48467170184504269059e+01       -1.171360e+06
2.64137914348923033003e+01	2.87077005142131511661e+01       -1.167226e+06
2.67886793968381731190e+01	2.78703226471043521428e+01       -1.165325e+06
2.93718479902025677575e+01	2.31724705885987631859e+01       -1.163339e+06
2.98005034269856885487e+01	2.18203530056595695896e+01       -1.125981e+06
2.72708344789924410634e+01	2.60233372402697504810e+01       -1.125718e+06
2.65696814346549032848e+01	2.74020000603573343767e+01       -1.125567e+06
2.65927824182285768018e+01	2.72236021418818694428e+01       -1.119934e+06
2.61410425001273623025e+01	2.80686663152339690441e+01       -1.115863e+06
2.69100377751599353360e+01	2.63170198795353726950e+01       -1.107937e+06
2.53346476835944187656e+01	2.95380999972619946448e+01       -1.102741e+06
2.55154757319720602027e+01	2.90737028791538740791e+01       -1.100815e+06
2.79451904024585147113e+01	2.41006675357218860256e+01       -1.092994e+06
2.51878987372578606596e+01	2.95320283377565004912e+01       -1.089292e+06
2.89734169808882491282e+01	2.22975231076495639115e+01       -1.086273e+06
2.80646130143638927734e+01	2.34900144838771076650e+01       -1.073531e+06
2.68142673118371490659e+01	2.57003328264158561467e+01       -1.072829e+06
2.48481080662571969242e+01	2.98750299186113110750e+01       -1.071818e+06
2.70888937170872097226e+01	2.51308307327131856823e+01       -1.070397e+06
2.56812221483511180509e+01	2.78102838750351217811e+01       -1.065158e+06
2.53046972431718693031e+01	2.82663399029068500568e+01       -1.050679e+06
2.75392587429136170840e+01	2.35701971127922718097e+01       -1.035856e+06
2.89952974056033276895e+01	2.10561113773093602219e+01       -1.024801e+06
2.78732587086890433170e+01	2.27438907131851593135e+01       -1.023238e+06
2.44174982158593181225e+01	2.95641167479464925805e+01       -1.022391e+06
2.73729805698780666035e+01	2.35535180984171717000e+01       -1.022132e+06
2.58439126710827515865e+01	2.62119977227444707069e+01       -1.014417e+06
2.43329962904375243227e+01	2.94785890787211570796e+01       -1.011988e+06
2.68130759586288505147e+01	2.42858769571383383834e+01       -1.011011e+06
2.76386962023374280761e+01	2.28641274293000087425e+01       -1.010963e+06
2.41839913497652041485e+01	2.94182192528923387442e+01       -9.970130e+05
2.72226485879961828118e+01	2.31331090032009001334e+01       -9.916120e+05
2.58063113139060682499e+01	2.56756474852325737857e+01       -9.896770e+05
2.97414964523007085972e+01	1.93384558073700993930e+01       -9.886352e+05
2.43291671281492156709e+01	2.85160279118051889213e+01       -9.771653e+05
2.47114323614946655994e+01	2.76158249945027272076e+01       -9.760445e+05
2.50566387184987213743e+01	2.68543887262067251243e+01       -9.756253e+05
2.63176061321501038037e+01	2.41381019379794672375e+01       -9.663132e+05
2.85575801681021061995e+01	2.03507364415569398375e+01       -9.581266e+05
2.96575756014656874981e+01	1.87934694735330403148e+01       -9.539537e+05
2.92309955646914545468e+01	1.93386427221684513711e+01       -9.536198e+05
2.60000909895808476335e+01	2.43881390577347119120e+01       -9.524268e+05
2.88785745690227813043e+01	1.96602418350780112632e+01       -9.459668e+05
2.91916203655826898000e+01	1.89925897111529558003e+01       -9.331850e+05
2.46493992773318026934e+01	2.62887294172264844860e+01       -9.220734e+05
2.39328393755799062603e+01	2.77299554202090163812e+01       -9.170644e+05
2.95983298305902700065e+01	1.81349910026608966973e+01       -9.152842e+05
2.36221288600681411651e+01	2.84050020323836278635e+01       -9.152322e+05
2.43101106532246191705e+01	2.66927702754987876688e+01       -9.102842e+05
2.62506318281875294929e+01	2.29083611237536679539e+01       -9.099098e+05
2.31264277877269606165e+01	2.93972517601838632118e+01       -9.077473e+05
2.37245959382061784027e+01	2.78251219292825169305e+01       -9.037599e+05
2.46808119831440606617e+01	2.56536327660276199936e+01       -9.010827e+05
2.31008729846531473129e+01	2.92529407265292853424e+01       -9.010058e+05
2.51074868840341309806e+01	2.45134564724271086789e+01       -8.903173e+05
2.69097428985889877140e+01	2.12467826462323081671e+01       -8.854822e+05
2.92021077146589789209e+01	1.76448672053324244757e+01       -8.648133e+05
