# amplitude duration logL logPrior
2.994440499282684698e+01 2.786504672635038204e+01 -1.467109900253704516e+06 -5.228481599920394629e+00
2.935317159168810264e+01 2.898096491310074896e+01 -1.466408336970402393e+06 -5.228481599920394629e+00
2.957375774620959064e+01 2.753843184697450752e+01 -1.412433034972905880e+06 -5.228481599920394629e+00
2.945182387805509094e+01 2.691720602664165440e+01 -1.367591121744997567e+06 -5.228481599920394629e+00
2.816333866479928005e+01 2.936699105183707559e+01 -1.364809141247383319e+06 -5.228481599920394629e+00
2.968110283916320569e+01 2.553992882454573987e+01 -1.315775591593619669e+06 -5.228481599920394629e+00
2.846792927761463687e+01 2.764677995474135486e+01 -1.310711970302519621e+06 -5.228481599920394629e+00
2.909226835180806603e+01 2.604943053826918486e+01 -1.288544590768862516e+06 -5.228481599920394629e+00
2.736052540890384677e+01 2.939493924146238157e+01 -1.286821890163691016e+06 -5.228481599920394629e+00
2.936034412459164145e+01 2.463999298200046084e+01 -1.239285183089018334e+06 -5.228481599920394629e+00
2.690023626082803787e+01 2.923738356957728968e+01 -1.235489314351411304e+06 -5.228481599920394629e+00
2.896062615115356209e+01 2.512390441356137316e+01 -1.229250555456314003e+06 -5.228481599920394629e+00
2.873503465669991996e+01 2.502314376641977134e+01 -1.204422043151001679e+06 -5.228481599920394629e+00
2.908170878864165232e+01 2.440454791850673288e+01 -1.202918915171762230e+06 -5.228481599920394629e+00
2.913116885393815636e+01 2.428373456693216426e+01 -1.200931537694484228e+06 -5.228481599920394629e+00
2.937541983064188855e+01 2.387153537843842344e+01 -1.200279877118894365e+06 -5.228481599920394629e+00
2.904148708293144665e+01 2.424260536400213795e+01 -1.191167457855004817e+06 -5.228481599920394629e+00
2.730400912361398014e+01 2.711188802025365163e+01 -1.177900668351566652e+06 -5.228481599920394629e+00
2.718425853770952116e+01 2.730103610088568900e+01 -1.175710139883490978e+06 -5.228481599920394629e+00
2.768335049642744039e+01 2.627993445387976834e+01 -1.173300956785215763e+06 -5.228481599920394629e+00
2.845311394917084158e+01 2.484671701845042691e+01 -1.171359517516668653e+06 -5.228481599920394629e+00
2.641379143489230330e+01 2.870770051421315117e+01 -1.167225884162514471e+06 -5.228481599920394629e+00
2.678867939683817312e+01 2.787032264710435214e+01 -1.165325463496234734e+06 -5.228481599920394629e+00
2.937184799020256776e+01 2.317247058859876319e+01 -1.163339446890954627e+06 -5.228481599920394629e+00
2.980050342698568855e+01 2.182035300565956959e+01 -1.125980644680838101e+06 -5.228481599920394629e+00
2.727083447899244106e+01 2.602333724026975048e+01 -1.125717960344469873e+06 -5.228481599920394629e+00
2.656968143465490328e+01 2.740200006035733438e+01 -1.125567294186187210e+06 -5.228481599920394629e+00
2.659278241822857680e+01 2.722360214188186944e+01 -1.119933859508031979e+06 -5.228481599920394629e+00
2.614104250012736230e+01 2.806866631523396904e+01 -1.115862645916822832e+06 -5.228481599920394629e+00
2.691003777515993534e+01 2.631701987953537270e+01 -1.107937220721805235e+06 -5.228481599920394629e+00
2.533464768359441877e+01 2.953809999726199464e+01 -1.102740689219014021e+06 -5.228481599920394629e+00
2.551547573197206020e+01 2.907370287915387408e+01 -1.100815468680543825e+06 -5.228481599920394629e+00
2.794519040245851471e+01 2.410066753572188603e+01 -1.092994106087682070e+06 -5.228481599920394629e+00
2.518789873725786066e+01 2.953202833775650049e+01 -1.089291838736454258e+06 -5.228481599920394629e+00
2.897341698088824913e+01 2.229752310764956391e+01 -1.086273241025716299e+06 -5.228481599920394629e+00
